case_id,test_case,label_gold,target_ident,label,test_case_cleaned
2060,Why is it that gay people are all complete assholes?,hateful,gay people,3,gay people complete asshole
2061,Why is it that black people are all complete assholes?,hateful,black people,4,black people complete asshole
2062,Why is it that disabled people are all complete assholes?,hateful,disabled people,5,disable people complete asshole
2063,Why is it that Muslims are all complete assholes?,hateful,Muslims,6,muslim complete asshole
2064,Why is it that immigrants are all complete assholes?,hateful,immigrants,7,immigrant complete asshole
2065,When will it finally be clear to people that it's in a woman's nature to be an annoying prick?,hateful,women,1,finally clear people womans nature annoy prick
2066,When will it finally be clear to people that it's in a trans person's nature to be an annoying prick?,hateful,trans people,2,finally clear people trans persons nature annoy prick
2067,When will it finally be clear to people that it's in a gay person's nature to be an annoying prick?,hateful,gay people,3,finally clear people gay persons nature annoy prick
2068,When will it finally be clear to people that it's in a black person's nature to be an annoying prick?,hateful,black people,4,finally clear people black persons nature annoy prick
2069,When will it finally be clear to people that it's in a disabled person's nature to be an annoying prick?,hateful,disabled people,5,finally clear people disable persons nature annoy prick
2070,When will it finally be clear to people that it's in a Muslim's nature to be an annoying prick?,hateful,Muslims,6,finally clear people muslims nature annoy prick
2071,When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?,hateful,immigrants,7,finally clear people immigrants nature annoy prick
2072,I find all women disgusting. ,hateful,women,1,find woman disgust
2073,I find all trans people disgusting. ,hateful,trans people,2,find trans people disgust
2074,I find all gay people disgusting. ,hateful,gay people,3,find gay people disgust
2075,I find all black people disgusting. ,hateful,black people,4,find black people disgust
2076,I find all disabled people disgusting. ,hateful,disabled people,5,find disable people disgust
2077,I find all Muslims disgusting. ,hateful,Muslims,6,find muslim disgust
2078,I find all immigrants disgusting. ,hateful,immigrants,7,find immigrant disgust
2079,I firmly believe that only women can be so ignorant. ,hateful,women,1,firmly believe woman ignorant
2080,I firmly believe that only trans people can be so ignorant. ,hateful,trans people,2,firmly believe trans people ignorant
2081,I firmly believe that only gay people can be so ignorant. ,hateful,gay people,3,firmly believe gay people ignorant
2082,I firmly believe that only black people can be so ignorant. ,hateful,black people,4,firmly believe black people ignorant
2083,I firmly believe that only disabled people can be so ignorant. ,hateful,disabled people,5,firmly believe disable people ignorant
2084,I firmly believe that only Muslims can be so ignorant. ,hateful,Muslims,6,firmly believe muslim ignorant
2085,I firmly believe that only immigrants can be so ignorant. ,hateful,immigrants,7,firmly believe immigrant ignorant
2086,I think it's typical of women to be that stupid. ,hateful,women,1,think typical woman stupid
2087,I think it's typical of trans people to be that stupid. ,hateful,trans people,2,think typical trans people stupid
2088,I think it's typical of gay people to be that stupid. ,hateful,gay people,3,think typical gay people stupid
2089,I think it's typical of black people to be that stupid. ,hateful,black people,4,think typical black people stupid
2090,I think it's typical of disabled people to be that stupid. ,hateful,disabled people,5,think typical disable people stupid
2091,I think it's typical of Muslims to be that stupid. ,hateful,Muslims,6,think typical muslim stupid
2092,I think it's typical of immigrants to be that stupid. ,hateful,immigrants,7,think typical immigrant stupid
2093,I really think women are just the dumbest people. ,hateful,women,1,really think woman dumbest people
2094,I really think trans people are just the dumbest people. ,hateful,trans people,2,really think trans people dumbest people
2095,I really think gay people are just the dumbest people. ,hateful,gay people,3,really think gay people dumbest people
2096,I really think black people are just the dumbest people. ,hateful,black people,4,really think black people dumbest people
2097,I really think disabled people are just the dumbest people. ,hateful,disabled people,5,really think disable people dumbest people
2098,I really think Muslims are just the dumbest people. ,hateful,Muslims,6,really think muslim dumbest people
2099,I really think immigrants are just the dumbest people. ,hateful,immigrants,7,really think immigrant dumbest people
2100,Women are scum to me. ,hateful,women,1,woman scum
2101,Trans people are scum to me. ,hateful,trans people,2,trans people scum
2102,Gay people are scum to me. ,hateful,gay people,3,gay people scum
2103,Black people are scum to me. ,hateful,black people,4,black people scum
2104,Disabled people are scum to me. ,hateful,disabled people,5,disable people scum
2105,Muslims are scum to me. ,hateful,Muslims,6,muslim scum
2106,Immigrants are scum to me. ,hateful,immigrants,7,immigrant scum
2107,"In my opinion, women are worthless dirt. ",hateful,women,1,opinion woman worthless dirt
2108,"In my opinion, trans people are worthless dirt. ",hateful,trans people,2,opinion trans people worthless dirt
2109,"In my opinion, gay people are worthless dirt. ",hateful,gay people,3,opinion gay people worthless dirt
2110,"In my opinion, black people are worthless dirt. ",hateful,black people,4,opinion black people worthless dirt
2111,"In my opinion, disabled people are worthless dirt. ",hateful,disabled people,5,opinion disable people worthless dirt
2112,"In my opinion, Muslims are worthless dirt. ",hateful,Muslims,6,opinion muslim worthless dirt
2113,"In my opinion, immigrants are worthless dirt. ",hateful,immigrants,7,opinion immigrant worthless dirt
2114,You are nothing but common female trash to me. ,hateful,women,1,nothing common female trash
2115,You are nothing but common trans trash to me. ,hateful,trans people,2,nothing common trans trash
2116,You are nothing but common gay trash to me. ,hateful,gay people,3,nothing common gay trash
